gross,movie_title
28873374,One Direction: This Is Us 
112000000,One Flew Over the Cuckoo's Nest 
26404753,One for the Money 
31597131,One Hour Photo 
229311,One Man's Hero 
26876529,One Missed Call 
13391174,One Night with the King 
23209440,One True Thing 
778565,Only God Forgives 
3273588,Only the Strong 
13751,Opal Dream 
58328680,Open Range 
84303558,Open Season 
30500882,Open Water 
31662,Operation Chromite 
54800000,Ordinary People 
582024,Orgazmo 
16252765,Original Sin 
41573740,Orphan 
1508689,Oscar and Lucinda 
13596911,Osmosis Jones 
50820940,Ouija 
6998324,Our Brand Is Crisis 
20246959,Our Family Wedding 
24809547,Our Idiot Brother 
3108216,Our Kind of Traitor 
13903262,Out Cold 
87100000,Out of Africa 
37339525,Out of Sight 
728,Out of the Blue 
11326836,Out of the Furnace 
40905277,Out of Time 
67823573,Outbreak 
7292175,Outside Providence 
7563670,Over Her Dead Body 
155019340,Over the Hedge 
1011054,Owning Mahowny 
234903076,Oz the Great and Powerful 
234903076,Oz the Great and Powerful 
53680848,P.S. I Love You 
101785482,Pacific Rim 
76137505,Paddington 
49874933,Pain & Gain 
41400000,Pale Rider 
750100,Palo Alto 
34964818,Pan 
34964818,Pan 
34964818,Pan 
10326062,Pandorum 
95308367,Panic Room 
15712072,Paparazzi 
31990064,Paper Towns 
84749884,Paranormal Activity 2 
104007828,Paranormal Activity 3 
53884821,Paranormal Activity 4 
32453345,Paranormal Activity: The Marked Ones 
107917283,Paranormal Activity 
55994557,ParaNorman 
77264926,Parental Guidance 
17609982,Parker 
296665,Party Monster 
135014968,Patch Adams 
108662,Pathology 
83287363,Patriot Games 
71038190,Paul Blart: Mall Cop 2 
20819129,Paul Blart: Mall Cop 
37371385,Paul 
33508922,Pay It Forward 
81517441,Payback 
53789313,Paycheck 
4350774,PCU 
1055654,Peaceful Warrior 
198539855,Pearl Harbor 
9123834,Peeples 
41382841,Peggy Sue Got Married 
83348920,Penguins of Madagascar 
121972,People I Know 
88761720,Percy Jackson & the Olympians: The Lightning Thief 
68558662,Percy Jackson: Sea of Monsters 
2208939,Perfume: The Story of a Murderer 
828,Perrier's Bounty 
57469179,Pet Sematary 
7282851,Phantasm II 
7059537,Phat Girlz 
104632573,Phenomenon 
77324422,Philadelphia 
37707719,Philomena 
46563158,Phone Booth 
3216970,Pi 
2360184,Pieces of April 
87341380,Pineapple Express 
180483,Pink Flamingos 
8231,Pink Narcissus 
24784,"Pink Ribbons, Inc. "
84300000,Pinocchio 
25003072,Piranha 3D 
7994115,Pirate Radio 
309404152,Pirates of the Caribbean: At World's End 
423032628,Pirates of the Caribbean: Dead Man's Chest 
241063875,Pirates of the Caribbean: On Stranger Tides 
305388685,Pirates of the Caribbean: The Curse of the Black Pearl 
39235088,Pitch Black 
183436380,Pitch Perfect 2 
64998368,Pitch Perfect 
78747585,Pixels 
42194060,Planet 51 
180011740,Planet of the Apes 
180011740,Planet of the Apes 
137963328,Platoon 
8427204,Play It to the Bone 
13101142,Playing for Keeps 
4033268,Please Give 
2843,Plush 
141600000,Pocahontas 
27515786,Poetic Justice 
28772222,Point Break 
28772222,Point Break 
126247,Police Academy: Mission to Moscow 
81200000,Police Academy 
8596914,Pollock 
14114488,Poltergeist III 
76600000,Poltergeist 
76600000,Poltergeist 
23219748,Pompeii 
3478,Pontypool 
18081626,Pooh's Heffalump Movie 
562059,Poolhall Junkies 
3293258,Pootie Tang 
105500000,Porky's 
60655503,Poseidon 
6373693,Post Grad 
23000,Poultrygeist: Night of the Chicken Dead 
46611204,Practical Magic 
47536959,Precious 
47536959,Precious 
30669413,Predator 2 
59735548,Predator 
52000688,Predators 
532190,Prefontaine 
20275446,Premium Rush 
47852604,Premonition 
178406268,Pretty Woman 
38372662,Pride & Prejudice 
15709385,Pride and Glory 
10907291,Pride and Prejudice and Zombies 
29136626,Priest 
38966057,Primary Colors 
424760,Primer 
90755643,Prince of Persia: The Sands of Time 
883887,Princess Kaiulani 
354704,Prison 
60962878,Prisoners 
69800000,Private Benjamin 
22331028,Project Almanac 
54724272,Project X 
43818159,Prom Night 
10106233,Prom 
126464904,Prometheus 
7556708,Promised Land 
32598931,Proof of Life 
265107,Psycho Beach Party 
32000000,Psycho 
97030725,Public Enemies 
107930000,Pulp Fiction 
20259297,Pulse 
17791031,Punch-Drunk Love 
7948159,Punisher: War Zone 
8406264,Pushing Tin 
149234747,Puss in Boots 
168368427,Quantum of Solace 
31691811,Quarantine 
18381787,Quartet 
30307804,Queen of the Damned 
21413105,Quigley Down Under 
7060876,Quills 
33592415,R.I.P.D. 
2221809,Rabbit Hole 
67128202,Race to Witch Mountain 
19097994,Race 
12796277,Rachel Getting Married 
49186871,Racing Stripes 
14792779,Radio Days 
4651977,Radio Flyer 
52277485,Radio 
45250,Raging Bull 
242374454,Raiders of the Lost Ark 
172825435,Rain Man 
7000000,Raise the Titanic 
10411980,Raise Your Voice 
21370057,Raising Cain 
37486138,Raising Helen 
2073984,Raising Victor Vargas 
53715611,Rambo III 
150415432,Rambo: First Blood Part II 
26161406,Ramona and Beezus 
31054924,Random Hearts 
123207194,Rango 
136448821,Ransom 
305070,Rapa Nui 
56607223,Rat Race 
206435493,Ratatouille 
2060953,Ravenous 
75305995,Ray 
12372410,Ready to Rumble 
85463309,Real Steel 
5844929,Real Women Have Curves 
36696761,Recess: School's Out 
53215979,RED 2 
92930005,Red Dragon 
57859105,Red Eye 
17473245,Red Planet 
37652565,Red Riding Hood 
49875589,Red Tails 
90356857,RED 
65087,Redacted 
2344847,Redbelt 
27012,Redemption Road 
54734,Regression 
43060566,Reign of Fire 
19661987,Reign Over Me 
23360779,Reindeer Games 
12995673,Religulous 
19057024,Remember Me 
115648585,Remember the Titans 
24332324,Renaissance Man 
63260,Renaissance 
9664316,Rendition 
20339754,Reno 911!: Miami 
29077547,Rent 
13763130,Repo Men 
140244,Repo! The Genetic Opera 
3609278,Requiem for a Dream 
5484375,Rescue Dawn 
2812029,Reservoir Dogs 
60128566,Resident Evil: Afterlife 
50740078,Resident Evil: Apocalypse 
50648679,Resident Evil: Extinction 
42345531,Resident Evil: Retribution 
39532308,Resident Evil 
3169424,Resurrecting the Champ 
32662299,Return to Me 
48423368,Return to Never Land 
2807854,Return to the Blue Lagoon 
22877808,Revolutionary Road 
38087756,Ri¢hie Ri¢h 
2600000,Richard III 
41997790,Riddick 
90835030,Ride Along 2 
134141530,Ride Along 
630779,Ride with the Devil 
2276368,Riding Giants 
29781453,Riding in Cars with Boys 
40076438,Righteous Kill 
131536019,Rio 2 
143618384,Rio 
103400692,Rise of the Guardians 
176740650,Rise of the Planet of the Apes 
36874745,Risen 
4600000,River's Edge 
3278611,Rize 
105943,Road Hard 
30050028,Road House 
104054514,Road to Perdition 
68525609,Road Trip 
2000000,Roar 
31600000,Rob Roy 
165500000,Robin Hood: Prince of Thieves 
105219735,Robin Hood 
10696210,RoboCop 3 
58607007,RoboCop 
58607007,RoboCop 
3325638,Robot & Frank 
128200012,Robots 
38509342,Rock of Ages 
16991902,Rock Star 
5694401,RocknRolla 
70269171,Rocky Balboa 
117235247,Rocky 
6706368,Roger & Me 
67266300,Role Models 
17378977,Roll Bounce 
18990542,Rollerball 
540085,Romance & Cigarettes 
46338728,Romeo + Juliet 
3275585,Romeo Is Bleeding 
55973336,Romeo Must Die 
41609593,Ronin 
14677654,Room 
3093491,Rosewater 
22905674,Rounders 
98017,Rubber 
1001437,Ruby in Paradise 
37440,Rudderless 
39399750,Rugrats Go Wild 
76501438,Rugrats in Paris: The Movie 
26442251,Run All Night 
5998971,"Run, Fatboy, Run "
152149590,Runaway Bride 
19316646,Runner Runner 
6855137,Running Scared 
6754898,Running with Scissors 
226138454,Rush Hour 2 
140080850,Rush Hour 3 
26903709,Rush 
17096053,Rushmore 
116643346,S.W.A.T. 
10499968,Sabotage 
10499968,Sabotage 
71346930,Safe Haven 
126149655,Safe House 
21210,Safe Men 
17120019,Safe 
4007792,Safety Not Guaranteed 
68642452,Sahara 
100669,Saint John of Las Vegas 
795126,Saint Ralph 
1310270,Saints and Soldiers 
118311368,Salt 
27445,Salvation Boulevard 
155181732,San Andreas 
23070045,Sanctum 
434417,Savage Grace 
47307550,Savages 
91038276,Save the Last Dance 
8786715,Saved! 
1186323,Saving Face 
83299761,Saving Mr. Banks 
216119491,Saving Private Ryan 
19351569,Saving Silverman 
45670855,Saw 3D: The Final Chapter 
87025093,Saw II 
80150343,Saw III 
63270259,Saw IV 
56729973,Saw V 
27669413,Saw VI 
55153403,Saw 
5516708,Say It Isn't So 
44700000,Scarface 
71277420,Scary Movie 2 
110000082,Scary Movie 3 
90703745,Scary Movie 4 
32014289,Scary Movie 5 
96067179,Schindler's List 
14545844,School Daze 
17803796,School for Scoundrels 
81257845,School of Rock 
84185387,Scooby-Doo 2: Monsters Unleashed 
153288182,Scooby-Doo 
10515579,Scoop 
31494270,Scott Pilgrim vs. the World 
101334374,Scream 2 
89138076,Scream 3 
38176892,Scream 4 
103001286,Scream 
6982680,Screwed 
60328558,Scrooged 
100125340,Se7en 
58571513,Sea of Love 
4074023,Sea Rex 3D: Journey to a Prehistoric World 
120147445,Seabiscuit 
41407470,Secondhand Lions 
47781388,Secret Window 
59699513,Secretariat 
4046737,Secretary 
33357476,See Spot Run 
17016190,Seed of Chucky 
6619173,Seeking a Friend for the End of the World 
35422828,Selena 
12276810,Self/less 
52066000,Selma 
33472850,Semi-Pro 
42700000,Sense and Sensibility 
49968653,Serendipity 
25335935,Serenity 
7881335,Serial Mom 
16930185,Serving Sara 
373967,Session 9 
36049108,Set It Off 
69951824,Seven Pounds 
14989761,Seven Psychopaths 
37901509,Seven Years in Tibet 
17176900,Seventh Son 
136432,Severance 
95328937,Sex and the City 2 
8396942,Sex Drive 
38543473,Sex Tape 
247740,Sex with Strangers 
24741700,"Sex, Lies, and Videotape "
6940281,Sexy Beast 
30400000,Sgt. Bilko 
10696,Shade 
2154540,Shadow Conspiracy 
8279017,Shadow of the Vampire 
25842000,Shadowlands 
70327868,Shaft 
100241322,Shakespeare in Love 
57887882,Shall We Dance 
70836296,Shallow Hal 
4000304,Shame 
10443,Shanghai Calling 
60470220,Shanghai Knights 
56932305,Shanghai Noon 
2315683,Shanghai Surprise 
18860403,Shark Night 3D 
160762022,Shark Tale 
2207975,Shattered Glass 
13464388,Shaun of the Dead 
186830669,Sherlock Holmes: A Game of Shadows 
209019489,Sherlock Holmes 
198407,Sherrybaby 
63319509,She's All That 
7137502,She's Gotta Have It 
31584722,She's Out of My League 
33687630,She's the Man 
9449219,She's the One 
5355376,Shine a Light 
35811509,Shine 
906666,Sholem Aleichem: Laughing in the Darkness 
46975183,Shooter 
302204,Shooting Fish 
10281585,Shopgirl 
381225,Short Cut to Nirvana: Kumbh Mela 
1984378,Shortbus 
20916309,Shorts 
45661,Shotgun Stories 
2275557,Showdown in Little Tokyo 
20302961,Showgirls 
436471036,Shrek 2 
238371987,Shrek Forever After 
320706665,Shrek the Third 
267652016,Shrek 
127968405,Shutter Island 
25926543,Shutter 
46875468,Sicario 
24530513,Sicko 
32154410,Side Effects 
32154410,Side Effects 
71502303,Sideways 
227965690,Signs 
17529157,Silent Hill: Revelation 3D 
46982632,Silent Hill 
12555230,Silent House 
132088910,Silver Linings Playbook 
33200000,Silverado 
18252684,Simon Birch 
4394936,Simply Irresistible 
13750556,Sin City: A Dame to Kill For 
74098862,Sin City 
26288320,Sinbad: Legend of the Seven Seas 
27736779,Sinister 2 
48056940,Sinister 
32631,Sisters in Law 
74329966,Six Days Seven Nights 
124494,Six-String Samurai 
162,Skin Trade 
37760080,Sky Captain and the World of Tomorrow 
63939454,Sky High 
304360277,Skyfall 
304360277,Skyfall 
21371425,Skyline 
1227508,Slacker 
4814244,Slackers 
982214,Slam 
53300852,Sleepers 
8070311,Sleepover 
11883495,Sliding Doors 
24475416,Sling Blade 
7774730,Slither 
1181197,Slow Burn 
229094,Slow West 
141319195,Slumdog Millionaire 
5480318,Slums of Beverly Hills 
53955614,Small Soldiers 
17071230,Small Time Crooks 
277233,Smiling Fish & Goat on Fire 
2221994,Smilla's Sense of Snow 
6719300,Smoke Signals 
35635046,Smokin' Aces 
55585389,Snake Eyes 
34014398,Snakes on a Plane 
34014398,Snakes on a Plane 
30093107,Snatch 
30093107,Snatch 
42919096,Snitch 
42919096,Snitch 
402820,Snow Angels 
60008303,Snow Day 
81150692,Snow Dogs 
14378353,Snow Falling on Cedars 
1346503,Snow Flower and the Secret Fan 
155111815,Snow White and the Huntsman 
184925485,Snow White and the Seven Dwarfs 
4563029,Snowpiercer 
14567883,Soldier 
4360548,Solitary Man 
25000000,Some Like It Hot 
27338033,Someone Like You... 
39026186,Something Borrowed 
124590960,Something's Gotta Give 
1768416,Somewhere 
59696176,Son of God 
17010646,Son of the Mask 
20200,Song One 
3050934,Songcatcher 
10198766,Sorority Boys 
11956207,Sorority Row 
43490057,Soul Food 
12081447,Soul Men 
13922211,Soul Plane 
43853424,Soul Surfer 
3100650,Soul Survivors 
405614,Sound of My Voice 
54696902,Source Code 
52008288,South Park: Bigger Longer & Uncut 
273420,Southland Tales 
52418902,Southpaw 
30105968,Space Chimps 
90454043,Space Cowboys 
90443603,Space Jam 
38119483,Spaceballs 
15369573,Spaced Invaders 
42044321,Spanglish 
24397469,Sparkle 
5494,Sparkler 
54967359,Spawn 
6387,Special 
60054449,Species 
200074175,Spectre 
48068396,Speed 2: Cruise Control 
43929341,Speed Racer 
121248145,Speed 
36976367,Sphere 
800000,Sphinx 
29247405,Spice World 
1641788,Spider 
373377893,Spider-Man 2 
336530303,Spider-Man 3 
336530303,Spider-Man 3 
403706375,Spider-Man 
73215310,Spirit: Stallion of the Cimarron 
69800000,Splash 
16999046,Splice 
5430822,Split Second 
44988180,Spotlight 
14123773,Spring Breakers 
410241,Spun 
26871,Spy Game 
26906039,Spy Hard 
85570368,Spy Kids 2: Island of Lost Dreams 
111760631,Spy Kids 3-D: Game Over 
38536376,Spy Kids: All the Time in the World in 4D 
112692062,Spy Kids 
44134898,St. Vincent 
18469,Stake Land 
52287414,Stand by Me 
228830,Standard Operating Procedure 
531806,Standing Ovation 
130468626,Star Trek Beyond 
78900000,Star Trek II: The Wrath of Khan 
76400000,Star Trek III: The Search for Spock 
228756232,Star Trek Into Darkness 
109713132,Star Trek IV: The Voyage Home 
55210049,Star Trek V: The Final Frontier 
74888996,Star Trek VI: The Undiscovered Country 
92001027,Star Trek: First Contact 
75668868,Star Trek: Generations 
70117571,Star Trek: Insurrection 
43119879,Star Trek: Nemesis 
82300000,Star Trek: The Motion Picture 
257704099,Star Trek 
474544677,Star Wars: Episode I - The Phantom Menace 
310675583,Star Wars: Episode II - Attack of the Clones 
380262555,Star Wars: Episode III - Revenge of the Sith 
460935665,Star Wars: Episode IV - A New Hope 
290158751,Star Wars: Episode V - The Empire Strikes Back 
309125409,Star Wars: Episode VI - Return of the Jedi 
38345403,Stardust 
54700065,Starship Troopers 
88200225,Starsky & Hutch 
36965395,State of Play 
23078294,Stay Alive 
13973532,Stealing Harvard 
13973532,Stealing Harvard 
31704416,Stealth 
1686429,Steel 
100468793,Step Brothers 
58006147,Step Up 2: The Streets 
42385520,Step Up 3D 
35057332,Step Up Revolution 
65269010,Step Up 
91030827,Stepmom 
17750583,Steve Jobs 
26870825,Stick It 
69582,Stiff Upper Lips 
50041732,Stigmata 
18656400,Still Alice 
21133087,Stir of Echoes 
1702277,Stoker 
119841,Stolen Summer 
183125,Stolen 
61356221,Stomp the Yard 
9286314,Stone Cold 
1796024,Stone 
186354,Stonewall 
10911750,Stop-Loss 
2712293,Straight Out of Brooklyn 
161029270,Straight Outta Compton 
6563357,Strange Wilderness 
40137776,Stranger Than Fiction 
10324441,Straw Dogs 
8742261,Street Fighter: The Legend of Chun-Li 
33423521,Street Fighter 
26415649,Street Kings 
85300000,Stripes 
32800000,Striptease 
64736114,Stuart Little 2 
140015224,Stuart Little 
33828318,Stuck on You 
466702,Submarine 
36381716,Sucker Punch 
18272447,Sugar Hill 
177840,Sugar Town 
161087183,Suicide Squad 
19693891,Summer Catch 
19283782,Summer of Sam 
12055108,Sunshine Cleaning 
3064356,Sunshine State 
3675072,Sunshine 
126975169,Super 8 
20915465,Super Mario Bros. 
11529368,Super Size Me 
18488314,Super Troopers 
322157,Super 
9109322,Superbabies: Baby Geniuses 2 
121463226,Superbad 
13220,Supercapitalist 
3101301,Supercross 
25871834,Superhero Movie 
108200000,Superman II 
60000000,Superman III 
15681020,Superman IV: The Quest for Peace 
200069408,Superman Returns 
134218018,Superman 
14218868,Supernova 
30628981,Superstar 
36497,"Surfer, Dude "
58867694,Surf's Up 
38542418,Surrogates 
101055,Survival of the Dead 
8712564,Suspect Zero 
127214072,Sweet Home Alabama 
25178165,Sweet November 
15180000,Sweet Sweetback's Baadasssss Song 
598645,Swept Away 
28563926,Swimfan 
10105505,Swimming Pool 
16284360,Swing Vote 
4505922,Swingers 
6482195,Switchback 
69772969,Swordfish 
11702090,Sydney White 
3081925,"Synecdoche, New York "
50815288,Syriana 
50815288,Syriana 
2882062,Tadpole 
6923891,Take Me Home Tonight 
1729969,Take Shelter 
34703228,Take the Lead 
139852971,Taken 2 
89253340,Taken 3 
145000989,Taken 
57744720,Takers 
7443007,Taking Woodstock 
21088568,Tales from the Crypt: Demon Knight 
11797927,Tales from the Hood 
3468572,Talk Radio 
148213377,Talladega Nights: The Ballad of Ricky Bobby 
84518155,Tammy 
200807262,Tangled 
63408614,Tango & Cash 
4064333,Tank Girl 
5005,Tanner Hall 
592014,Tarnation 
274661,Taxi to the Dark Side 
14348123,Tea with Mussolini 
6491350,Teacher's Pet 
32774834,Team America: World Police 
43426961,Tears of the Sun 
81257500,Ted 2 
218628680,Ted 
7888703,Teen Wolf Too 
78656813,Teenage Mutant Ninja Turtles II: The Secret of the Ooze 
42660000,Teenage Mutant Ninja Turtles III 
81638674,Teenage Mutant Ninja Turtles: Out of the Shadows 
190871240,Teenage Mutant Ninja Turtles 
190871240,Teenage Mutant Ninja Turtles 
347578,Teeth 
204843350,Terminator 2: Judgment Day 
150350192,Terminator 3: Rise of the Machines 
89732035,Terminator Genisys 
125320003,Terminator Salvation 
34334256,Texas Chainsaw 3D 
623374,Texas Rangers 
24792061,Thank You for Smoking 
26049082,That Awkward Moment 
25809813,That Thing You Do! 
36931089,That's My Boy 
32694788,The 13th Warrior 
12188642,The 33 
109243478,The 40-Year-Old Virgin 
399611,The 5th Quarter 
34912982,The 5th Wave 
34543701,The 6th Day 
54222000,The Abyss 
113502246,The Addams Family 
62453315,The Adjustment Bureau 
4756,The Adventurer: The Curse of the Midas Box 
11634458,The Adventures of Elmo in Grouchland 
21413502,The Adventures of Ford Fairlane 
24103594,The Adventures of Huck Finn 
4411102,The Adventures of Pluto Nash 
26000610,The Adventures of Rocky & Bullwinkle 
39177541,The Adventures of Sharkboy and Lavagirl 3-D 
77564037,The Adventures of Tintin 
42478175,The Age of Adaline 
32000000,The Age of Innocence 
22406362,The Alamo 
22406362,The Alamo 
202853933,The Amazing Spider-Man 2 
262030663,The Amazing Spider-Man 
65000000,The American President 
35596227,The American 
64255243,The Amityville Horror 
107225164,The Angry Birds Movie 
55762229,The Animal 
28133159,The Ant Bully 
20733485,The Apostle 
4930798,The Apparition 
1429260,The Art of Getting By 
30199105,The Art of War 
44667095,The Artist 
3904982,The Assassination of Jesse James by the Coward Robert Ford 
10996440,The Astronaut Farmer 
10654581,The Astronaut's Wife 
10654581,The Astronaut's Wife 
623279547,The Avengers 
623279547,The Avengers 
102608827,The Aviator 
37481242,The Back-up Plan 
712294,The Ballad of Jack and Rose 
30306281,The Banger Sisters 
30028592,The Bank Job 
800000,The Barbarians 
609042,The Basket 
279282,The Battle of Shaker Heights 
39778599,The Beach 
5000000,"The Beast from 20,000 Fathoms "
958319,The Beaver 
406035,The Believer 
57651794,The Benchwarmers 
46377022,The Best Exotic Marigold Hotel 
69700000,The Best Little Whorehouse in Texas 
70492685,The Best Man Holiday 
34074895,The Best Man 
26761283,The Best of Me 
85433,The Best Offer 
23650000,The Best Years of Our Lives 
52792307,The BFG 
6471394,The Big Bounce 
27052167,The Big Hit 
17439163,The Big Lebowski 
70235322,The Big Short 
185577,The Big Tease 
21784432,The Big Wedding 
7204138,The Big Year 
22518325,The Black Dahlia 
140530114,The Blair Witch Project 
255950375,The Blind Side 
882290,The Blood of Heroes 
54200000,The Blues Brothers 
121945720,The Bodyguard 
66488090,The Bone Collector 
94822707,The Book of Eli 
50150619,The Book of Life 
1098224,"The Book of Mormon Movie, Volume 1: The Journey "
21483154,The Book Thief 
10269307,The Boondock Saints II: All Saints Day 
22359293,The Borrowers 
63034755,The Boss 
67061228,The Bounty Hunter 
8600000,The Bounty 
121468960,The Bourne Identity 
113165635,The Bourne Legacy 
176049130,The Bourne Supremacy 
227137090,The Bourne Ultimatum 
15045676,The Box 
50807639,The Boxtrolls 
9030581,The Boy in the Striped Pajamas 
35385560,The Boy Next Door 
35794166,The Boy 
6643,The Brass Teapot 
118683135,The Break-Up 
42880,The Bridge of San Luis Rey 
27200000,The Bridge on the River Kwai 
70960517,The Bridges of Madison County 
2808000,The Broadway Melody 
1744858,The Broken Hearts Club: A Romantic Comedy 
3519627,The Brothers Bloom 
37899638,The Brothers Grimm 
10246600,The Brothers McMullen 
900926,The Brothers Solomon 
27457409,The Brothers 
365734,The Brown Bunny 
93452056,The Bucket List 
174682,The Business of Fancydancing 
1028337,The Business of Strangers 
23947,The Butterfly Effect 
42043633,The Cabin in the Woods 
60154431,The Cable Guy 
51872378,The Call 
86897182,The Campaign 
49494,The Canyons 
100446895,The Cat in the Hat 
14888028,The Cave 
687081,The Caveman's Valentine 
61280963,The Cell 
37035845,The Change-Up 
1027749,The Children of Huang Shi 
2209479,The Christmas Candle 
141614023,The Chronicles of Narnia: Prince Caspian 
291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe "
104383624,The Chronicles of Narnia: The Voyage of the Dawn Treader 
57637485,The Chronicles of Riddick 
49526,The Chumscrubber 
403932,The Claim 
403932,The Claim 
1953732,The Clan of the Cave Bear 
92115211,The Client 
3749061,The Cold Light of Day 
6842058,The Collection 
52293982,The Color of Money 
94175854,The Color Purple 
102310175,The Conjuring 2 
137387272,The Conjuring 
11538204,The Conspirator 
33565375,The Constant Gardener 
17804273,The Contender 
11540112,The Cookout 
8243880,The Cooler 
31111260,The Core 
15156200,The Corruptor 
25900000,The Cotton Club 
16969390,The Counselor 
54228104,The Count of Monte Cristo 
16988996,The Country Bears 
23292105,The Covenant 
24881000,The Craft 
39103378,The Crazies 
13019253,The Crew 
28399192,The Crocodile Hunter: Collision Course 
187165546,The Croods 
50693162,The Crow 
62549000,The Crying Game 
127490802,The Curious Case of Benjamin Button 
7496522,The Curse of the Jade Scorpion 
56068547,The Curse of the Were-Rabbit 
217536138,The Da Vinci Code 
449558,The Damned United 
1779284,The Dangerous Lives of Altar Boys 
448130642,The Dark Knight Rises 
533316061,The Dark Knight 
21426805,The Darkest Hour 
186739919,The Day After Tomorrow 
79363785,The Day the Earth Stood Still 
79363785,The Day the Earth Stood Still 
17311,The Dead Girl 
31146570,The Debt 
13376506,The Deep End of the Ocean 
132373442,The Departed 
82624961,The Descendants 
26005908,The Descent 
53245055,The Devil Inside 
124732962,The Devil Wears Prada 
60984028,The Devil's Advocate 
1357042,The Devil's Double 
42877165,The Devil's Own 
16901126,The Devil's Rejects 
1477002,The Diary of a Teenage Girl 
59617068,The Dictator 
48430355,The Dilemma 
22000,The Divide 
35183792,The Doors 
13823741,The Duchess 
34017854,The DUFF 
80270227,The Dukes of Hazzard 
2268296,The East 
128937,The Eclipse 
27779888,The Edge 
14060950,The Emperor's Club 
89296573,The Emperor's New Groove 
10660147,The End of the Affair 
78651430,The English Patient 
101530738,The Equalizer 
75072454,The Exorcism of Emily Rose 
204565000,The Exorcist 
85017401,The Expendables 2 
39292022,The Expendables 3 
102981571,The Expendables 
24705,The Exploding Girl 
9589875,The Express 
453079,The Extra Man 
31397498,The Eye 
40064955,The Faculty 
75764085,The Family Man 
6061759,The Family Stone 
18573791,The Fan 
62494975,The Fast and the Furious: Tokyo Drift 
144512310,The Fast and the Furious 
144512310,The Fast and the Furious 
144512310,The Fast and the Furious 
124868837,The Fault in Our Stars 
63540020,The Fifth Element 
3254172,The Fifth Estate 
93571803,The Fighter 
66466372,The Final Destination 
27550735,The Finest Hours 
158348400,The Firm 
105444419,The First Wives Club 
41895491,The Fisher King 
28644770,The Five-Year Engagement 
35231365,The Flintstones in Viva Rock Vegas 
130512915,The Flintstones 
21378000,The Fog 
21378000,The Fog 
25040293,The Forbidden Kingdom 
26583369,The Forest 
6755271,The Forsaken 
10139254,The Fountain 
18306166,The Four Feathers 
25464480,The Fourth Kind 
40557,The FP 
183875760,The Fugitive 
45857453,The Full Monty 
45857453,The Full Monty 
1227324,The Funeral 
22757819,The Gallows 
33631221,The Gambler 
33631221,The Gambler 
375474,The Game of Their Lives 
90636983,The Game Plan 
48265581,The Game 
102678089,The General's Daughter 
2436,The Ghastly Love of Johnny X 
38553833,The Ghost and the Darkness 
15523168,The Ghost Writer 
43771291,The Gift 
43771291,The Gift 
14589444,The Girl Next Door 
102515793,The Girl with the Dragon Tattoo 
45089048,The Giver 
17951431,The Glass House 
20400913,The Glimmer Man 
57300000,The Godfather: Part II 
66676062,The Godfather: Part III 
134821952,The Godfather 
79817937,The Golden Child 
70083519,The Golden Compass 
123070338,The Good Dinosaur 
1304837,The Good German 
14015786,The Good Girl 
100503,The Good Guy 
19959,The Good Heart 
20380,The Good Night 
3517797,The Good Thief 
15102127,"The Goods: Live Hard, Sell Hard "
2428241,The Grace Card 
59073773,The Grand Budapest Hotel 
30226144,The Great Debaters 
144812796,The Great Gatsby 
144812796,The Great Gatsby 
15331289,The Greatest Game Ever Played 
638476,The Greatest Movie Ever Sold 
36000000,The Greatest Show on Earth 
8000000,The Greatest Story Ever Told 
115862,The Greatest 
98780042,The Green Hornet 
7186670,The Green Inferno 
136801374,The Green Mile 
51533608,The Grey 
39143839,The Grudge 2 
110175871,The Grudge 
5359774,The Guard 
37101011,The Guilt Trip 
10640645,The Gunman 
3034181,The Guru 
442638,The Hammer 
254455986,The Hangover Part II 
277313371,The Hangover 
64505912,The Happening 
2245,The Harvest/La Cosecha 
54116191,The Hateful Eight 
75817994,The Haunted Mansion 
13350177,The Haunting of Molly Hartley 
91188905,The Haunting 
196067,The Heart of Me 
159578352,The Heat 
19539,The Hebrew Hammer 
169705587,The Help 
20801344,The Hills Have Eyes II 
41777564,The Hills Have Eyes 
2706659,The History Boys 
51019112,The Hitchhiker's Guide to the Galaxy 
7156933,The Hoax 
303001229,The Hobbit: An Unexpected Journey 
255108370,The Hobbit: The Battle of the Five Armies 
258355354,The Hobbit: The Desolation of Smaug 
63224849,The Holiday 
2428883,The Homesman 
155984,The Horse Boy 
75370763,The Horse Whisperer 
26616999,The Host 
5100000,The Hotel New Hampshire 
41597830,The Hours 
48237389,The House Bunny 
3041803,The House of Mirth 
100659,The House of the Devil 
17986000,The Howling 
2869369,The Hudsucker Proxy 
100117603,The Hunchback of Notre Dame 
54235441,The Hundred-Foot Journey 
424645577,The Hunger Games: Catching Fire 
337103873,The Hunger Games: Mockingjay - Part 1 
281666058,The Hunger Games: Mockingjay - Part 2 
407999255,The Hunger Games 
122012643,The Hunt for Red October 
34238611,The Hunted 
876671,The Hunting Party 
47952020,The Huntsman: Winter's War 
50668906,The Hurricane 
15700000,The Hurt Locker 
7837632,The Ice Storm 
1939441,The Iceman 
40962534,The Ides of March 
39825798,The Illusionist 
39825798,The Illusionist 
7689458,The Imaginarium of Doctor Parnassus 
91121452,The Imitation Game 
