title,gross,valence,arousal,dominance
Radio Days ,14792779,0.645999998,0.335500002,0.373500004
Annie Get Your Gun ,8000000,0.443500005,0.756999999,0.689999998
The Big Tease ,185577,0.451333329,0.701000015,0.531999995
Hot Pursuit ,34507079,0.566500008,0.596500009,0.594999999
The Blood of Heroes ,882290,0.579499997,0.745000005,0.73299998
The Stepfather ,29062561,0.395999998,0.490999997,0.611000001
Transcendence ,23014504,0.642333329,0.659666677,0.768000007
Pain & Gain ,49874933,0.365000004,0.65587499,0.515250005
Minions ,336029560,0.49000001,0.430000007,0.166999996
The Adventurer: The Curse of the Midas Box ,4756,0.514888884,0.750444444,0.579999997
Payback ,81517441,0.458999991,0.5,0.566999972
The Chronicles of Riddick ,57637485,0.426999986,0.57099998,0.586000025
Lottery Ticket ,24708699,0.727500021,0.559,0.462499991
Bad Moms ,55461307,0.304749995,0.573250003,0.440250002
Doom ,28031250,0.057,0.752499998,0.3715
The Railway Man ,4435083,0.637500003,0.565750003,0.680000015
The Master ,16377274,0.773999989,0.5,0.904499978
Sound of My Voice ,405614,0.707249984,0.460750006,0.594250008
Fort McCoy ,73678,0.804499984,0.704999983,0.830000013
The Last Waltz ,321952,0.786500007,0.472500011,0.530000001
Glitter ,4273372,0.837000012,0.669,0.790000021
Gods and Generals ,12870569,0.674499989,0.395666669,0.667499989
The Secret Life of Bees ,37766350,0.521874987,0.517749999,0.514749996
An Everlasting Piece ,75078,0.693000019,0.328999996,0.588000014
The Greatest Story Ever Told ,8000000,0.75,0.516499981,0.812999994
The Scarlet Letter ,10400000,0.577600002,0.3074,0.406
Teenage Mutant Ninja Turtles III ,42660000,0.523600006,0.57759999,0.522200006
Woo ,8026971,0.693000019,0.729499996,0.566000015
Bridesmaids ,169076745,0.748000026,0.518999994,0.617999971
Spawn ,54967359,0.541999996,0.586000025,0.708999991
Dark Blue ,9059588,0.326800007,0.380999994,0.373000002
Darling Companion ,793352,0.827499986,0.373500004,0.612999976
Winter's Tale ,22451,0.662999988,0.327500001,0.417999998
The Huntsman: Winter's War ,47952020,0.342499994,0.623500004,0.613499999
City of Ghosts ,325491,0.457333326,0.683333337,0.427000006
Chernobyl Diaries ,18112929,0.698000014,0.291999996,0.463999987
Extraordinary Measures ,11854694,0.615833322,0.422166665,0.570833335
Race ,19097994,0.592000008,0.425999999,0.657999992
The Guilt Trip ,37101011,0.452999999,0.60133332,0.345666667
The Adventures of Elmo in Grouchland ,11634458,0.869749993,0.839499995,0.762249991
One Man's Hero ,229311,0.694000006,0.503000001,0.678000008
Jurassic Park III ,181166115,0.796499997,0.406000003,0.461999997
Derailed ,36020063,0.108000003,0.801999986,0.375
Men of Honor ,48814909,0.93233335,0.482000003,0.806333323
The Shadow ,32055248,0.301999986,0.342999995,0.158000007
Young Adult ,16300302,0.813499987,0.505499989,0.662
Tuck Everlasting ,19158074,0.553500012,0.442999989,0.585000008
Jaws: The Revenge ,20763013,0.371666665,0.659333328,0.500666658
Eddie the Eagle ,15785632,0.551999986,0.493999988,0.514500007
Frances Ha ,4063238,0.709999979,0.451000005,0.639999986
Drop Dead Gorgeous ,10561238,0.398500007,0.545999996,0.445000008
Dumb and Dumber To ,86208010,0.187999994,0.330000013,0.150999993
The Forsaken ,6755271,0.050000001,0.49000001,0.192000002
Bachelorette ,418268,0.735000014,0.779999971,0.465000004
Slumdog Millionaire ,141319195,0.916999996,0.754999995,0.850000024
Smokin' Aces ,35635046,0.643000007,0.481000006,0.546000004
Kingdom of Heaven ,47396698,0.814999998,0.414249994,0.726250023
Superhero Movie ,25871834,0.808666666,0.601999998,0.611999998
L.A. Confidential ,64604977,0.647666673,0.456999997,0.679
Street Fighter ,33423521,0.615500003,0.541999996,0.648000002
Shine ,35811509,0.864499986,0.605999976,0.776499987
Big Miracle ,20113965,0.880333324,0.643333336,0.769999981
Kingdom of the Spiders ,17000000,0.400999993,0.603999992,0.569333345
One for the Money ,26404753,0.710333327,0.390666664,0.639000018
Easy A ,58401464,0.86500001,0.194000006,0.372999996
Hotel Transylvania 2 ,169692572,0.74000001,0.370000005,0.407000005
127 Hours ,18329466,0.510499999,0.341499999,0.413499996
10th & Wolf ,53481,0.448000014,0.712000012,0.629999995
Jakob the Liar ,4956401,0.041999999,0.606000006,0.338999987
The Emperor's New Groove ,89296573,0.715000004,0.541000009,0.623250008
Bolt ,114053579,0.354000002,0.363000005,0.425999999
Tower Heist ,78009155,0.430000002,0.640000006,0.698333323
Race to Witch Mountain ,67128202,0.602999995,0.544999992,0.582666665
The Cabin in the Woods ,42043633,0.576999992,0.247666662,0.388999999
The Mighty ,2643689,0.855000019,0.837000012,0.93599999
Beastmaster 2: Through the Portal of Time ,869325,0.612600005,0.322399998,0.552600014
Ghost Rider ,115802596,0.386666656,0.715333323,0.449000001
10 Cloverfield Lane ,71897215,0.449000001,0.49000001,0.451000005
Kevin Hart: Laugh at My Pain ,7705974,0.41966667,0.652222223,0.415222224
Mamma Mia! ,143704210,0.600000024,0.35800001,0.449000001
The Beaver ,958319,0.49000001,0.344000012,0.393000007
Cradle Will Rock ,2899970,0.588000019,0.213000004,0.477666656
I Love Your Work ,2580,0.853333334,0.533999996,0.66344444
The Lizzie McGuire Movie ,42672630,0.757999986,0.493000001,0.471499994
The Conjuring 2 ,102310175,0.304499999,0.666000009,0.669499993
Diner ,14100000,0.643000007,0.301999986,0.537999988
Instinct ,34098563,0.761500001,0.588499993,0.668000013
Psycho ,32000000,0.039000001,0.921999991,0.560000002
Rat Race ,56607223,0.431500003,0.496499985,0.456499994
The Love Guru ,32178777,0.885666668,0.498499999,0.649333328
Pootie Tang ,3293258,0.593999982,0.382999986,0.340000004
Beyond Borders ,4426297,0.524499997,0.381999999,0.430999994
"Pink Ribbons, Inc. ",24784,0.762499988,0.278499991,0.41399999
Along Came a Spider ,74058698,0.244499996,0.632499993,0.399000004
They Live ,13008928,0.864000003,0.696999987,0.681666672
Operation Chromite ,31662,0.541999996,0.614166667,0.727833331
Confidence ,12212417,0.807500005,0.426250003,0.723000005
Blast from the Past ,26494611,0.385666668,0.635666668,0.529333333
Toy Story 2 ,245823397,0.765500009,0.412999988,0.489500001
Memoirs of an Invisible Man ,14358033,0.590333338,0.449333332,0.574000001
Stripes ,85300000,0.48650001,0.337499991,0.372999996
The Devil's Own ,42877165,0.254000001,0.729499996,0.484500006
The Greatest Movie Ever Sold ,638476,0.787666659,0.537666659,0.62166666
I Want Someone to Eat Cheese With ,194568,0.749800003,0.469200003,0.510199994
Super 8 ,126975169,0.843999982,0.662999988,0.779999971
Dolphins and Whales 3D: Tribes of the Ocean ,7518876,0.644333338,0.429333334,0.541833336
A League of Their Own ,107458785,0.656000018,0.340000004,0.462000012
Lethal Weapon 3 ,144731527,0.105000002,0.819999993,0.787999988
To Rome with Love ,16684352,0.948199999,0.526199996,0.648599994
Crossover ,7009668,0.559000015,0.550000012,0.5
I Spit on Your Grave ,92401,0.151000001,0.465000004,0.410999998
Looney Tunes: Back in Action ,20950820,0.65959999,0.564399999,0.562399989
Aliens vs. Predator: Requiem ,41797066,0.34383333,0.534999996,0.539666673
Fair Game ,9528092,0.79460001,0.540199995,0.585799998
Ghosts of Mars ,8434601,0.331999987,0.656000003,0.387750003
Felicia's Journey ,819852,0.910000026,0.702000022,0.625
Promised Land ,7556708,0.675166667,0.484166667,0.624333332
Legion ,40168080,0.469000012,0.569999993,0.851999998
Trade ,214202,0.59799999,0.573000014,0.69749999
The Broken Hearts Club: A Romantic Comedy ,1744858,0.735375005,0.529499996,0.562125009
Under Siege 2: Dark Territory ,50024083,0.303333332,0.561166669,0.549333324
Monsters ,237301,0.133000001,0.935000002,0.596000016
Teacher's Pet ,6491350,0.815666656,0.397666673,0.556666662
Hide and Seek ,51097664,0.436666658,0.501999984,0.35466666
Fortress ,6739141,0.815999985,0.5,0.933000028
Daylight ,32885565,0.86500001,0.419999987,0.545000017
90 Minutes in Heaven ,4700361,0.782000005,0.34725,0.587750018
Joy ,56443482,0.983666678,0.735666672,0.704000016
Nurse Betty ,25167270,0.576333324,0.495000015,0.518333346
Stealth ,31704416,0.519999981,0.270000011,0.451999992
Snow Falling on Cedars ,14378353,0.438400006,0.498600006,0.359999999
Bangkok Dangerous ,15279680,0.072333335,0.931333323,0.63166666
High School Musical 3: Senior Year ,90556401,0.660727273,0.455363639,0.585909093
A Walk to Remember ,41227069,0.715600014,0.406599998,0.556400001
Slow West ,229094,0.406999985,0.207333336,0.245333334
Iron Man 2 ,312057433,0.558500012,0.49833334,0.650166675
Waiting... ,16101109,0.2315,0.252999991,0.298500001
The Client ,92115211,0.583000004,0.449999988,0.617999971
Holy Man ,12065985,0.721800005,0.404800001,0.705800003
Blood and Wine ,1075288,0.505499996,0.550500005,0.520999983
Rugrats in Paris: The Movie ,76501438,0.757999986,0.493000001,0.471499994
Happily N'Ever After ,15519841,1,0.689999998,0.674000025
Smilla's Sense of Snow ,2221994,0.693500012,0.432750002,0.465750001
Getaway ,10494494,0.5,0.75999999,0.368000001
Hope Springs ,63536011,0.862400007,0.402600002,0.600600004
Just Visiting ,4777007,0.742999991,0.409666657,0.499333322
Diary of a Wimpy Kid ,64001297,0.620999998,0.4324,0.353999996
Big Hero 6 ,222487711,0.870999992,0.696999997,0.846499979
Chasing Mavericks ,6002756,0.312666665,0.794666668,0.439666679
Stolen Summer ,119841,0.48399999,0.509500012,0.429000005
The Hangover Part II ,254455986,0.396999991,0.424399996,0.353599995
Paranormal Activity 3 ,104007828,0.651999998,0.730800009,0.731599998
The Messenger ,66637,0.694000006,0.433999985,0.5
Safe House ,126149655,0.753666679,0.24833333,0.627666672
Ayurveda: Art of Being ,16892,0.791500002,0.483999997,0.690499991
The Ballad of Jack and Rose ,712294,0.658500001,0.352499999,0.439000003
Finding Neverland ,51676606,0.784999996,0.512000009,0.621999979
Everybody's Fine ,8855646,0.823000014,0.239999995,0.647000015
Let Me In ,12134420,0.426999986,0.372999996,0.307000011
The Rundown ,47592825,0.519999981,0.296000004,0.465000004
Dragon Wars: D-War ,10956379,0.281500004,0.8565,0.719500005
Lions for Lambs ,14998070,0.589000016,0.500500008,0.501499996
Tea with Mussolini ,14348123,0.698000014,0.163000003,0.370000005
Insurgent ,129995817,0.234999999,0.735000014,0.660000026
March or Die ,1000000,0.155750004,0.569749985,0.372749999
Reservoir Dogs ,2812029,0.49666667,0.508666664,0.487666667
Shaun of the Dead ,13464388,0.097500004,0.651499987,0.374000013
The Matrix ,171383253,0.550999999,0.377999991,0.672999978
Vamps ,2964,0.310000002,0.79400003,0.565999985
Let's Go to Prison ,4613815,0.279999996,0.536249995,0.387500003
How She Move ,7070459,0.56750001,0.659999996,0.514000013
Solitary Man ,4360548,0.540250011,0.462500002,0.59125001
Wild Things ,29753944,0.426666667,0.464666665,0.45933333
Go for It! ,178739,0.50999999,0.441000015,0.444000006
Shine a Light ,5355376,0.801500003,0.468666658,0.65383333
Something Borrowed ,39026186,0.418500006,0.498000011,0.522500008
The Neon Demon ,1330827,0.258999993,0.754333327,0.496333341
Turbulence ,11466088,0.181999993,0.856999993,0.571999997
The Last Big Thing ,22434,0.6435,0.398750007,0.546249993
Texas Chainsaw 3D ,34334256,0.367000014,0.80400002,0.635999978
Hit and Run ,13746550,0.502333338,0.858666658,0.554666668
The Best Man Holiday ,70492685,0.764800012,0.520000005,0.64040001
Night at the Museum: Secret of the Tomb ,113733726,0.483333324,0.432777776,0.475000001
Speed Racer ,43929341,0.545666655,0.795999984,0.660333316
Tomcats ,13558739,0.519999981,0.412,0.386000007
Rise of the Planet of the Apes ,176740650,0.677399993,0.461199999,0.653399998
Runaway Bride ,152149590,0.555499986,0.738999993,0.490500003
Charlie and the Chocolate Factory ,206456431,0.692499995,0.489999995,0.55050002
Dance Flick ,25615792,0.822333336,0.749666651,0.50333333
Mission: Impossible ,180965237,0.362666662,0.589333336,0.527666668
Spider-Man 2 ,373377893,0.485200006,0.582599998,0.579000008
Get Carter ,14967182,0.526000008,0.536999986,0.548999995
The Fugitive ,183875760,0.104000002,0.921999991,0.388000011
Quarantine ,31691811,0.159999996,0.577000022,0.588999987
Conversations with Other Women ,379122,0.670333321,0.453500003,0.587166672
The Living Daylights ,51185897,0.864250004,0.627749987,0.647500008
My Life Without Me ,395592,0.917999983,0.61500001,0.824000001
Desperado ,25625110,0.25999999,0.745000005,0.361000001
The Queen ,56437947,0.875,0.691999972,0.860000014
Home ,177343675,0.716666659,0.295666675,0.490333339
The Musketeer ,27053815,0.476999998,0.611499995,0.607499987
The Longest Ride ,37432299,0.75,0.559499994,0.546000004
Star Trek: Generations ,75668868,0.742857145,0.498428579,0.658285724
Dark Shadows ,79711678,0.205249995,0.472749993,0.361250002
The Hateful Eight ,54116191,0.181250005,0.659999996,0.402249999
Beverly Hills Chihuahua ,94497271,0.61500001,0.352999985,0.518000007
Fur: An Imaginary Portrait of Diane Arbus ,220914,0.613666674,0.333999996,0.364000003
Hardball ,40219708,0.541999996,0.666999996,0.451999992
Legend ,1865774,0.837000012,0.518999994,0.75
Big Daddy ,163479795,0.798500001,0.494000003,0.773999989
Untraceable ,28687835,0.32100001,0.674000025,0.574000001
Naturally Native ,10508,0.784428562,0.278428574,0.615428575
The Three Stooges ,44328238,0.545499995,0.315499991,0.270000003
A Walk on the Moon ,4741987,0.674666663,0.374999995,0.592666666
Tank Girl ,4064333,0.585500002,0.513000011,0.538499996
Meet the Spartans ,38232624,0.754999995,0.539499998,0.596499979
How Stella Got Her Groove Back ,37672350,0.49499999,0.4005,0.348499998
Thomas and the Magic Railroad ,15911333,0.777999997,0.635333339,0.557666679
Yes Man ,97680195,0.645666679,0.549333334,0.699000011
Still Alice ,18656400,0.728999972,0.125,0.338999987
The Five-Year Engagement ,28644770,0.719875008,0.465125004,0.610374995
Elf ,173381405,0.460000008,0.456999987,0.314999998
Wanted ,134568845,0.715499997,0.537500009,0.595499992
The Wood ,25047631,0.543999985,0.225499995,0.368499994
Diary of a Wimpy Kid: Rodrick Rules ,52691009,0.549857137,0.450714282,0.396142853
Patriot Games ,83287363,0.797000015,0.639999998,0.730199999
Quantum of Solace ,168368427,0.74000001,0.397,0.526500016
Blue Streak ,68208190,0.50325001,0.347749993,0.370499998
Mystery Men ,29655590,0.432500005,0.682999998,0.487000003
Showgirls ,20302961,0.633000016,0.694000006,0.481000006
Real Steel ,85463309,0.620000005,0.464999989,0.715499997
Thank You for Smoking ,24792061,0.68766666,0.460666661,0.522333334
Non-Stop ,91439400,0.334000006,0.445999995,0.4815
Kiss of Death ,14942422,0.357000002,0.768000027,0.59466666
Galaxy Quest ,71423726,0.696500003,0.6435,0.647500008
Ordinary People ,54800000,0.524333318,0.387333333,0.488333344
Salvation Boulevard ,27445,0.856999993,0.479999989,0.800000012
Hollywood Homicide ,30013346,0.015,0.942499995,0.54550001
Con Air ,101087161,0.515333335,0.365,0.407999992
A Night at the Roxbury ,30324946,0.635499984,0.402999997,0.43900001
Warrior ,13651662,0.458000004,0.862999976,0.915000021
Wag the Dog ,43022524,0.469000002,0.580000003,0.493999998
Disturbing Behavior ,17411331,0.299666661,0.701833333,0.525000011
Eastern Promises ,17114882,0.711666683,0.489666671,0.680666655
Frozen ,400736600,0.344000012,0.345999986,0.375
Death Sentence ,9525276,0.212249999,0.634500012,0.565749988
Man of the House ,19118247,0.660000014,0.417399999,0.644200009
School of Rock ,81257845,0.58375001,0.332500007,0.593249992
Spring Breakers ,14123773,0.543000013,0.495000005,0.479999999
Ace Ventura: When Nature Calls ,108360000,0.732999994,0.368777773,0.562555568
Thir13en Ghosts ,41867960,0.262499988,0.759499997,0.386500001
Jackie Brown ,39647595,0.395999998,0.202000007,0.293000013
The Hunger Games: Catching Fire ,424645577,0.471857151,0.705000005,0.563714279
Sexy Beast ,6940281,0.408333336,0.866333326,0.792333325
Nutty Professor II: The Klumps ,123307945,0.550000012,0.357500002,0.496000007
Find Me Guilty ,1172769,0.568333333,0.598,0.531999985
Underworld: Evolution ,62318875,0.47900001,0.666500002,0.733499974
Proof of Life ,32598931,0.677999988,0.562000006,0.721500009
Birth ,5005883,0.846000016,0.765999973,0.527500004
You Can Count on Me ,9180275,0.468499988,0.380999997,0.496000007
Remember the Titans ,115648585,0.650400007,0.516000003,0.631400001
Bridget Jones's Diary ,71500556,0.698000014,0.291999996,0.463999987
Poltergeist ,76600000,0.270999998,0.783999979,0.54400003
Back to the Future Part III ,87666629,0.520499994,0.42566666,0.437166666
Blood Work ,26199517,0.631600001,0.571799999,0.662599993
Underworld ,51483949,0.177000001,0.675999999,0.612999976
Babe ,66600000,0.860000014,0.536000013,0.423999995
Alone in the Dark ,5132655,0.213,0.428749993,0.375750002
A Haunted House ,40041683,0.478750005,0.4615,0.554999992
Warm Bodies ,66359959,0.66049999,0.497500002,0.591999993
Troop Beverly Hills ,8508843,0.458333333,0.588999987,0.690666676
The Mighty Ducks ,50752337,0.597666671,0.582333346,0.488666664
Rubber ,98017,0.53199999,0.288500004,0.364500001
It's Complicated ,112703470,0.277250003,0.681750014,0.464750014
The Devil Inside ,53245055,0.436249997,0.606249996,0.547750004
Crocodile Dundee II ,109306210,0.344000012,0.708000004,0.610000014
Source Code ,54696902,0.588333338,0.323333333,0.614000003
The Quiet American ,12987647,0.676499993,0.114999998,0.376000002
