title,avg_valence,avg_arousal,avg_dominance
Walking Tall ,0.692000012,0.494333337,0.589666665
Jersey Girl ,0.666999996,0.444500014,0.427000001
Doctor Dolittle ,0.738000005,0.50500001,0.851000011
The Prophecy ,0.746999979,0.691999972,0.75
Splash ,0.521000028,0.412,0.280999988
Touching the Void ,0.533250008,0.364750002,0.370000005
A Lego Brickumentary ,0.600000024,0.294,0.188999996
Schindler's List ,0.482999995,0.266499996,0.417000011
Blue Crush ,0.354400006,0.487,0.37420001
The Open Road ,0.663428571,0.473857147,0.526571427
The Indian in the Cupboard ,0.552999973,0.200000003,0.30399999
He Got Game ,0.815500021,0.710500002,0.491999999
Next Stop Wonderland ,0.334000006,0.445999995,0.4815
Gods of Egypt ,0.752499998,0.408000007,0.737499982
She's Out of My League ,0.656000018,0.340000004,0.462000012
The Limey ,0.469000012,0.347000003,0.414999992
World's Greatest Dad ,0.690999992,0.511249989,0.688249998
30 Minutes or Less ,0.423500001,0.259500004,0.235500004
Time Bandits ,0.514800003,0.412199998,0.55660001
Epic Movie ,0.790999989,0.566333334,0.590999991
The Virgin Suicides ,0.407399988,0.685200006,0.462599993
Atlas Shrugged: Who Is John Galt? ,0.433666666,0.327999999,0.386333336
Albino Alligator ,0.427000001,0.471999995,0.501499996
Red Riding Hood ,0.456833328,0.529666662,0.438500002
The Ghost and the Darkness ,0.208799994,0.613399994,0.412
Evan Almighty ,0.938000023,0.874000013,0.958000004
The Count of Monte Cristo ,0.508666654,0.364000003,0.461000005
Ready to Rumble ,0.615,0.554666678,0.653666655
Three to Tango ,0.637499988,0.392499998,0.403500006
An Ideal Husband ,0.736000001,0.457666665,0.693333328
Hollywood Ending ,0.281333332,0.404666672,0.430000007
The Lost Skeleton of Cadavra ,0.191,0.563499987,0.245499998
An Alan Smithee Film: Burn Hollywood Burn ,0.358500004,0.659249991,0.458499998
The Apparition ,0.405999988,0.573000014,0.635999978
The Good German ,0.750666663,0.390999998,0.624666651
Eight Below ,0.540000021,0.199000001,0.314999998
Hotel Rwanda ,0.74000001,0.370000005,0.407000005
The Vatican Tapes ,0.531000018,0.27700001,0.254000008
Sinister 2 ,0.125,0.896000028,0.58099997
The Big Short ,0.529799995,0.384600002,0.393600002
The Grace Card ,0.727750018,0.349999994,0.468249992
Harry Potter and the Prisoner of Azkaban ,0.319,0.539249994,0.417749994
The Perfect Host ,0.85133334,0.562333326,0.78033334
Autumn in New York ,0.80733333,0.40533334,0.540000002
Cutthroat Island ,0.427500002,0.585000008,0.547499999
Antarctic Edge: 70° South ,0.49333333,0.376333326,0.42233333
The Story of Us ,0.652999997,0.405999988,0.703999996
What's Your Number? ,0.440666656,0.278333336,0.464333326
The Faculty ,0.629000008,0.421499997,0.745999992
My Best Friend's Girl ,0.873000011,0.473250002,0.559749998
Beyond the Sea ,0.833000004,0.352999985,0.588999987
Æon Flux ,0.47299999,0.472000003,0.451000005
Project X ,0.68933334,0.508666674,0.790000002
Bridge to Terabithia ,0.625,0.324000001,0.518999994
Bright Star ,0.864250004,0.522250019,0.629000001
The Amazing Spider-Man 2 ,0.669200006,0.693699998,0.661900002
All the Real Girls ,0.729499996,0.541000009,0.579999998
The Curse of the Were-Rabbit ,0.228250001,0.673250012,0.363750003
The Odd Life of Timothy Green ,0.578249991,0.432500005,0.53475
The Core ,0.721000016,0.377999991,0.540000021
The Messenger: The Story of Joan of Arc ,0.632999996,0.409333328,0.533333331
Harry Potter and the Goblet of Fire ,0.489399999,0.582800001,0.550399989
The Mask of Zorro ,0.464999994,0.503666679,0.432000001
Being John Malkovich ,0.561999977,0.381999999,0.326999992
On Her Majesty's Secret Service ,0.564499997,0.474124998,0.593375001
Wonder Boys ,0.890800011,0.67560001,0.731199992
Fever Pitch ,0.357500017,0.55250001,0.414499998
Courage Under Fire ,0.578999989,0.762500003,0.791499987
The Little Prince ,0.686333338,0.388000002,0.615333339
The Adventures of Huck Finn ,0.869749993,0.839499995,0.762249991
Without a Paddle ,0.56099999,0.375,0.393000007
Blue Like Jazz ,0.685000007,0.348857135,0.439714283
The Boy ,0.646000028,0.39199999,0.444999993
Good Luck Chuck ,0.815333327,0.425833335,0.62349999
This Christmas ,0.958999991,0.519999981,0.740999997
The Equalizer ,0.711833328,0.316833332,0.523666675
The Hotel New Hampshire ,0.799000005,0.460666676,0.525666674
Clear and Present Danger ,0.59525,0.552916661,0.628416667
An American Carol ,0.75999999,0.415999994,0.463499993
The Terminal ,0.300250009,0.494749993,0.551500008
Red Tails ,0.386999995,0.359200001,0.376800007
The Good Dinosaur ,0.788800001,0.437199998,0.641399992
The Town ,0.550999999,0.298999995,0.626999974
Town & Country ,0.624500006,0.346499994,0.659999996
The Whole Ten Yards ,0.56099999,0.264333328,0.442333341
The Tailor of Panama ,0.622999996,0.373000011,0.507999986
Starsky & Hutch ,0.38499999,0.453000009,0.519999981
Catch That Kid ,0.648000002,0.560600001,0.473599994
Drinking Buddies ,0.706249982,0.562999994,0.464499995
Identity Thief ,0.513249993,0.513750002,0.55924999
3000 Miles to Graceland ,0.521000028,0.416999996,0.456
Ocean's Twelve ,0.684333344,0.307666669,0.562000016
Divine Secrets of the Ya-Ya Sisterhood ,0.591777775,0.508666661,0.608111107
The Other Dream Team ,0.817749992,0.338249996,0.4705
Porky's ,0.233999997,0.48300001,0.333000004
The Adventures of Tintin ,0.869749993,0.839499995,0.762249991
Bully ,0.256999999,0.754999995,0.56400001
Fireproof ,0.684000015,0.67900002,0.72299999
Cheaper by the Dozen 2 ,0.583000004,0.342999995,0.425000012
A Bridge Too Far ,0.625,0.324000001,0.518999994
Legends of Oz: Dorothy's Return ,0.719500005,0.465499997,0.6065
Body of Lies ,0.344000002,0.630000005,0.386666665
Beyond the Black Rainbow ,0.584750004,0.421499997,0.414999999
Kill Bill: Vol. 1 ,0.233499996,0.695749998,0.659250006
The Sisterhood of the Traveling Pants ,0.770999998,0.534666662,0.542500004
The Santa Clause 2 ,0.554666668,0.374666671,0.527333339
Faithful ,0.85133334,0.326333334,0.663999995
Shutter Island ,0.468000002,0.363499999,0.457000002
Get on the Bus ,0.573500007,0.502499998,0.533500001
Election ,0.634666661,0.484333336,0.645000021
Fury ,0.061999999,0.875,0.675999999
Ice Age: Dawn of the Dinosaurs ,0.507888897,0.375666661,0.397222223
Eddie: The Sleepwalking Cannibal ,0.238666666,0.70266666,0.470999996
Over Her Dead Body ,0.296333338,0.58799999,0.439666669
Poltergeist III ,0.270999998,0.783999979,0.54400003
Mean Creek ,0.474399996,0.464200002,0.480600005
The Land Before Time ,0.614624999,0.390124995,0.550000012
The Prince and Me ,0.837000012,0.502000004,0.816500008
American Outlaws ,0.254999995,0.662,0.481999993
One Direction: This Is Us ,0.670285702,0.388142858,0.655000005
Out of Time ,0.620000005,0.316249996,0.55400002
Inception ,0.603999972,0.425000012,0.56099999
Hoodwinked Too! Hood vs. Evil ,0.234333329,0.677000006,0.430000007
Pitch Black ,0.369000008,0.416666657,0.420333326
The Lords of Salem ,0.594499975,0.341499999,0.732500017
Someone Like You... ,0.750750005,0.43074999,0.512499996
The Watch ,0.458500013,0.417999998,0.54900001
Small Soldiers ,0.466999993,0.456500001,0.444000002
Paranormal Activity 2 ,0.651999998,0.730800009,0.731599998
Captain America: Civil War ,0.578333336,0.469166666,0.754000008
The Hudsucker Proxy ,0.521000028,0.407999992,0.519999981
The Witch ,0.291999996,0.709999979,0.47299999
Dudley Do-Right ,0.772333344,0.393666665,0.770999988
The Best Exotic Marigold Hotel ,0.789999992,0.540500015,0.567000002
Soldier ,0.39199999,0.708000004,0.768000007
Flight of the Intruder ,0.283333341,0.701666673,0.463666668
Splice ,0.386000007,0.460000008,0.377000004
Caravans ,0.63499999,0.559000015,0.455000013
Jack and Jill ,0.488499999,0.424999997,0.473000005
Straight Outta Compton ,0.666999996,0.298000008,0.66900003
Seed of Chucky ,0.693500012,0.202,0.362000003
Big Trouble in Little China ,0.350166661,0.580499987,0.447833324
The To Do List ,0.482999995,0.266499996,0.417000011
Fatal Attraction ,0.553857152,0.714428561,0.677142859
Christmas with the Kranks ,0.958999991,0.519999981,0.740999997
Mud ,0.333000004,0.25999999,0.185000002
Gosford Park ,0.796499997,0.406000003,0.461999997
Prince of Persia: The Sands of Time ,0.672750011,0.3565,0.566250011
Ride with the Devil ,0.502,0.644499995,0.515250005
The SpongeBob SquarePants Movie ,0.757999986,0.493000001,0.471499994
The Hobbit: The Battle of the Five Armies ,0.412599999,0.641600004,0.622999996
Adore ,0.898249984,0.568999998,0.634750001
Rain Man ,0.619750008,0.509000003,0.606750011
Idle Hands ,0.387500007,0.323000006,0.293499999
The Little Vampire ,0.327999994,0.480999991,0.379000008
Mars Attacks! ,0.309999996,0.770400012,0.543800011
We're No Angels ,0.916500002,0.228000008,0.68599999
The Newton Boys ,0.646000028,0.39199999,0.444999993
Star Trek ,0.69933334,0.489666671,0.526333342
Die Hard 2 ,0.162199996,0.673399985,0.473799998
In the Bedroom ,0.744000018,0.296000004,0.490999997
Escape from Tomorrow ,0.508000006,0.632333328,0.457666675
What Happens in Vegas ,0.611000001,0.510666668,0.513333331
The Debt ,0.203999996,0.59799999,0.335999995
Night at the Museum: Battle of the Smithsonian ,0.543999994,0.550200003,0.560399997
A Home at the End of the World ,0.506749993,0.388375003,0.475750003
The Host ,0.693000019,0.470999986,0.537
The Singles Ward ,0.437666665,0.321,0.326333334
My Blueberry Nights ,0.642333329,0.330333332,0.414333344
Mandela: Long Walk to Freedom ,0.692999995,0.444599998,0.647799993
Meet the Fockers ,0.754999995,0.539499998,0.596499979
Collateral ,0.531000018,0.421999991,0.717000008
Pushing Tin ,0.427333335,0.54066666,0.490666663
War of the Worlds ,0.360666657,0.632666667,0.590666662
Home Alone ,0.620749995,0.263500005,0.421750005
Sugar Hill ,0.755500019,0.367499992,0.460000008
The Bounty ,0.806999981,0.675500005,0.796000004
Parental Guidance ,0.778249979,0.444499992,0.720249996
Alvin and the Chipmunks: The Road Chip ,0.547800004,0.449599999,0.422799999
Veronica Guerin ,0.593999982,0.398999989,0.40200001
Whiplash ,0.256999999,0.75999999,0.5
Away We Go ,0.50999999,0.441000015,0.444000006
Friday the 13th: A New Beginning ,0.7685,0.507833342,0.572000012
Filly Brown ,0.4375,0.383000009,0.406000003
Awake ,0.666999996,0.469000012,0.740999997
American Splendor ,0.926999986,0.611999989,0.850000024
The Legend of God's Gun ,0.622250002,0.563750006,0.734499991
Scooby-Doo 2: Monsters Unleashed ,0.306000002,0.854999989,0.577500015
Hannah Montana: The Movie ,0.757999986,0.493000001,0.471499994
Ice Age: Continental Drift ,0.412888894,0.384111105,0.380777778
Kick-Ass 2 ,0.307000001,0.780999998,0.460333337
Honey ,0.920000017,0.430999994,0.50999999
The Real Cancun ,0.718999982,0.50999999,0.717000008
Brick Lane ,0.332999997,0.454000011,0.409500003
Mrs Henderson Presents ,0.752333333,0.477499992,0.645833333
My Soul to Take ,0.784333328,0.362666667,0.45266666
When the Game Stands Tall ,0.712000012,0.530600005,0.4912
Last Vegas ,0.657000005,0.434000015,0.589499995
Dead Man Walking ,0.497571436,0.548999995,0.582285724
Darkness ,0.172999998,0.515999993,0.429
Flirting with Disaster ,0.487999991,0.818333348,0.487333328
Eye of the Dolphin ,0.717250004,0.348499998,0.486750007
Red Eye ,0.534199995,0.379799998,0.465400004
Burnt ,0.082000002,0.713,0.356000006
Mighty Joe Young ,0.833499998,0.678499997,0.736499995
End of the Spear ,0.338499997,0.453750007,0.447500005
The Invasion ,0.232500002,0.786500007,0.703000009
"The Beast from 20,000 Fathoms ",0.293333327,0.687999994,0.69933333
Legends of the Fall ,0.40533334,0.630666673,0.425666665
Raising Victor Vargas ,0.769500002,0.529250003,0.711750001
The Hills Have Eyes ,0.677000001,0.349249996,0.512750007
Carrie ,0.593666673,0.439666659,0.492333323
Fear and Loathing in Las Vegas ,0.143999999,0.665636355,0.358818182
Roar ,0.437999994,0.816499978,0.654500008
A Scanner Darkly ,0.262500003,0.475999996,0.463499993
Cruel Intentions ,0.460599999,0.6236,0.594599992
The Skulls ,0.275999993,0.558000028,0.574000001
Tinker Tailor Soldier Spy ,0.470833331,0.526333337,0.506166662
The Master of Disguise ,0.655249998,0.577250004,0.641499989
My Sister's Keeper ,0.763999999,0.390499994,0.667499989
Death at a Funeral ,0.058999999,0.623666684,0.515666664
The Wiz ,0.467000008,0.545000017,0.441000015
Monster-in-Law ,0.511000012,0.639666657,0.730333328
Ed Wood ,0.543999985,0.225499995,0.368499994
Flushed Away ,0.407999992,0.754999995,0.588999987
Out Cold ,0.285333338,0.455333332,0.393999994
My Stepmother Is an Alien ,0.374399993,0.519599992,0.503800005
Vampire in Brooklyn ,0.270999998,0.801999986,0.545000017
The Basket ,0.458000004,0.226999998,0.335999995
That Thing You Do! ,0.483999997,0.236000001,0.313999996
Superman II ,0.944999993,0.79400003,0.92900002
Safe ,0.898000002,0.305999994,0.759000003
Doubt ,0.293750003,0.456000008,0.241500001
My Girl ,0.74000001,0.572000027,0.442999989
One Missed Call ,0.573428571,0.445714282,0.473142867
Clay Pigeons ,0.61500001,0.237000003,0.271499991
Firewall ,0.485000014,0.601999998,0.629000008
Fuel ,0.444999993,0.527999997,0.643999994
The Best Man ,0.645666679,0.549333334,0.699000011
Dead Man on Campus ,0.456000003,0.556499998,0.560666675
Excessive Force ,0.446714282,0.761714288,0.739428571
The Brown Bunny ,0.568000004,0.263499998,0.243500009
Saving Private Ryan ,0.665600002,0.416799995,0.619199991
Cadillac Records ,0.558666666,0.444000006,0.485000004
Left Behind ,0.354000002,0.370000005,0.361000001
The Statement ,0.688000023,0.60799998,0.824999988
Barbershop 2: Back in Business ,0.531250007,0.465750001,0.486749999
Courageous ,0.873999983,0.657499999,0.863999993
Failure to Launch ,0.447000007,0.683999995,0.446333329
White Squall ,0.535999998,0.413666666,0.531333317
Where the Wild Things Are ,0.426666667,0.464666665,0.45933333
Trance ,0.469000012,0.481000006,0.381999999
In Dreams ,0.854333321,0.29733333,0.397999992
Free State of Jones ,0.762666663,0.515999993,0.687666674
Butch Cassidy and the Sundance Kid ,0.739666661,0.526000003,0.390666664
Madea Goes to Jail ,0.093999997,0.898000002,0.479999989
The Grand Budapest Hotel ,0.819000006,0.555000007,0.647500008
College ,0.699999988,0.467000008,0.745999992
Cop Out ,0.326999992,0.769999981,0.836000025
Bill & Ted's Bogus Journey ,0.528600004,0.478200006,0.462000006
Footloose ,0.549000025,0.595000029,0.446999997
Lucky Numbers ,0.570499986,0.361250006,0.54649999
Agent Cody Banks 2: Destination London ,0.591599995,0.405199999,0.636800003
A Very Harold & Kumar 3D Christmas ,0.958999991,0.519999981,0.740999997
Vampires Suck ,0.239250002,0.679749995,0.400250003
Alien ,0.361249994,0.516999997,0.508750007
Transformers: Dark of the Moon ,0.472142858,0.521142851,0.574714277
The Devil's Double ,0.414199993,0.564999998,0.512400001
Paul Blart: Mall Cop ,0.525499985,0.716499984,0.664000019
"Synecdoche, New York ",0.828500003,0.506000012,0.585000008
The Patriot ,0.784666677,0.592999995,0.888999999
Take Me Home Tonight ,0.744499996,0.356000006,0.454750001
Raising Helen ,0.758666674,0.51,0.683666666
Contagion ,0.208000004,0.629999995,0.535000026
Edge of Tomorrow ,0.570000003,0.413666666,0.415000002
The Score ,0.631999999,0.428500012,0.608999997
The Man with the Golden Gun ,0.577200004,0.611800003,0.683800012
The Damned United ,0.459400003,0.516999993,0.573400003
Serendipity ,0.676999986,0.412999988,0.5
The Da Vinci Code ,0.512500003,0.326000005,0.578999996
Desert Dancer ,0.321800005,0.573399997,0.360600004
The Relic ,0.682500005,0.515999988,0.585000008
The Addams Family ,0.967999995,0.382999986,0.643000007
The Purge ,0.125,0.565999985,0.326999992
August: Osage County ,0.565500006,0.329999998,0.503500015
Ruby in Paradise ,0.768999994,0.474000007,0.670000017
Valentine's Day ,0.803499997,0.442000002,0.449499995
Star Wars: Episode I - The Phantom Menace ,0.416,0.659125008,0.574000005
Old Joy ,0.840250008,0.621500008,0.606750011
A Mighty Wind ,0.59466668,0.607666681,0.625
The Taking of Pelham 1 2 3 ,0.828000009,0.537,0.34799999
Love and Other Catastrophes ,0.708285714,0.645285717,0.644428568
The New Guy ,0.74666667,0.459666679,0.572000007
True Lies ,0.411333342,0.62166667,0.455333342
Dangerous Liaisons ,0.228750004,0.782749996,0.591749996
Surf's Up ,0.847000003,0.649999976,0.5
My Fair Lady ,0.798999995,0.440249994,0.636749998
A Better Life ,0.907999992,0.575500011,0.796499997
Tangled ,0.306999996,0.541999996,0.285000011
Astro Boy ,0.646000028,0.39199999,0.444999993
Roll Bounce ,0.451333334,0.583000004,0.293000008
Abduction ,0.117499996,0.855000019,0.643999994
Palo Alto ,0.656000018,0.404000014,0.730000019
Crank: High Voltage ,0.563500009,0.577500008,0.645750001
The Duchess ,0.656000018,0.547999978,0.711000025
Prom Night ,0.599333326,0.415333331,0.427333345
The Wizard of Oz ,0.656000018,0.430000007,0.526000023
American Pie 2 ,0.736999989,0.417500004,0.358999997
Good Boy! ,0.828400004,0.389599997,0.611199987
The Infiltrator ,0.336499989,0.7685,0.561500013
The Collection ,0.665999997,0.445000005,0.5796
Marvin's Room ,0.730666657,0.316333334,0.488333335
City Island ,0.796000004,0.43900001,0.470000014
To Die For ,0.030666666,0.692999979,0.335999995
Nine ,0.551999986,0.254999995,0.326999992
The Missing Person ,0.693714295,0.416714285,0.529714295
New York Minute ,0.746333341,0.430333346,0.508666674
Full Frontal ,0.642999987,0.363666664,0.680333336
The Book of Life ,0.789249986,0.360750007,0.610750005
Good Dick ,0.669,0.458333333,0.571833327
Fun Size ,0.7245,0.589499995,0.618000001
The 5th Wave ,0.632499993,0.480499998,0.499500006
Bad Teacher ,0.262999997,0.590250008,0.50175
Stranger Than Fiction ,0.399333338,0.532000005,0.361000001
Saving Mr. Banks ,0.656199992,0.350799999,0.617199993
Ella Enchanted ,0.88075,0.684749991,0.671250001
The Business of Strangers ,0.473333349,0.506000002,0.510333329
Saw V ,0.316000015,0.541000009,0.518000007
Home Alone 2: Lost in New York ,0.619857141,0.389857147,0.42928572
Harry Brown ,0.457999989,0.305500008,0.341499999
Life of Pi ,0.693499997,0.439999998,0.612000003
Stonewall ,0.337000012,0.456999987,0.654999971
Bringing Down the House ,0.666000009,0.299666668,0.528666675
In Time ,0.620000005,0.316249996,0.55400002
The Woman Chaser ,0.607499994,0.686250001,0.541749991
I Heart Huckabees ,0.866000017,0.500666668,0.710666676
The Marine ,0.642500013,0.480999991,0.67750001
Doctor Zhivago ,0.738000005,0.50500001,0.851000011
Bottle Shock ,0.383333335,0.656666666,0.514666672
Burn ,0.203666667,0.715333323,0.422666669
Dawn of the Dead ,0.429000009,0.50224999,0.435000002
Savages ,0.203999996,0.930999994,0.605000019
Final Destination ,0.510875002,0.424875,0.563499998
"Legally Blonde 2: Red, White & Blonde ",0.612909087,0.400909091,0.613636369
Mr. Popper's Penguins ,0.517499998,0.402500004,0.359000012
The Country Bears ,0.533750005,0.455250002,0.517000005
Zack and Miri Make a Porno ,0.493000001,0.671499982,0.499499992
Zodiac ,0.593999982,0.42899999,0.425999999
How to Be Single ,0.421999991,0.354000002,0.362499997
You Got Served ,0.621999979,0.400000006,0.384000003
Domino ,0.593999982,0.50999999,0.47299999
River's Edge ,0.535333345,0.418666661,0.481000006
The Assassination of Jesse James by the Coward Robert Ford ,0.155333336,0.676333333,0.422833336
Red Planet ,0.499999993,0.394249998,0.571000002
Team America: World Police ,0.556499995,0.55924999,0.640749998
Shark Tale ,0.461499989,0.57250002,0.466000006
The World Is Not Enough ,0.529999986,0.502999991,0.522499993
The Bridges of Madison County ,0.552000001,0.346000001,0.532000005
Primary Colors ,0.743000005,0.406428567,0.411000001
Jumping the Broom ,0.504999995,0.509500004,0.456499994
Coyote Ugly ,0.239999995,0.502666662,0.302666664
Boat Trip ,0.576249994,0.567499988,0.4855
8 Mile ,0.521000028,0.416999996,0.456
Hitch ,0.512000024,0.479999989,0.55400002
Nothing to Lose ,0.0955,0.611999989,0.199500002
Winter Passing ,0.5405,0.333499998,0.449249998
How Do You Know ,0.69933333,0.390999993,0.614333332
Lost in Space ,0.540000002,0.468333334,0.409333348
A Most Wanted Man ,0.673600006,0.544600004,0.657600003
Green Lantern ,0.625999987,0.277999997,0.288000003
Love Jones ,0.948199999,0.526199996,0.648599994
Cradle 2 the Grave ,0.46450001,0.289499998,0.359500006
Gun Shy ,0.213500001,0.536500007,0.422499999
The Phantom of the Opera ,0.486999989,0.629500002,0.465500012
Hairspray ,0.549000025,0.279000014,0.268999994
Star Trek IV: The Voyage Home ,0.718499999,0.458250005,0.532125
The Bone Collector ,0.389999996,0.398000002,0.473
3 Ninjas Kick Back ,0.394499995,0.69749999,0.513499998
Robot & Frank ,0.5292,0.501800007,0.662399995
Ender's Game ,0.815500021,0.710500002,0.491999999
Midnight Run ,0.61133333,0.704999993,0.51
The Killer Inside Me ,0.425999997,0.645666669,0.588333329
The Other Side of Heaven ,0.746250004,0.349499993,0.597500019
Captive ,0.513249997,0.562249996,0.584249996
May ,0.703999996,0.273000002,0.245000005
Kansas City ,0.847000003,0.531000018,0.508000016
The World's Fastest Indian ,0.529999986,0.502999991,0.522499993
Alpha and Omega ,0.618499994,0.338500008,0.640500009
Kung Pow: Enter the Fist ,0.479000002,0.526249997,0.476750001
Memoirs of a Geisha ,0.635500014,0.460500009,0.497499987
Blow ,0.418500021,0.611000001,0.501999989
The Fast and the Furious ,0.17066667,0.749333342,0.549666663
L!fe Happens ,0.661500007,0.5995,0.553000003
Captain America: The Winter Soldier ,0.535666655,0.571999997,0.744666676
The New World ,0.679249994,0.504500002,0.553750001
Diary of a Mad Black Woman ,0.457749998,0.587875005,0.437374994
Kama Sutra: A Tale of Love ,0.900666664,0.488499999,0.596499994
Dave Chappelle's Block Party ,0.617000014,0.594999984,0.4745
Spaced Invaders ,0.50725,0.615250014,0.603
Resident Evil: Apocalypse ,0.437142857,0.516857143,0.57271429
Wild Hogs ,0.314500004,0.715499997,0.510499999
Everyone Says I Love You ,0.885333329,0.490166664,0.620833327
Rush ,0.401999995,0.814999998,0.537499994
Charlie St. Cloud ,0.571666673,0.180333331,0.322666665
Death Race ,0.232000002,0.639000018,0.603999992
King Kong ,0.676999986,0.689999998,0.89200002
The Lord of the Rings: The Two Towers ,0.6022857,0.425428567,0.639428577
Love Happens ,0.866285716,0.547142855,0.621285711
Just My Luck ,0.853999972,0.49000001,0.717000008
Summer Catch ,0.611000001,0.532666663,0.581999997
Equilibrium ,0.675999999,0.234999999,0.620000005
You Don't Mess with the Zohan ,0.143000007,0.842999995,0.273000002
Bride & Prejudice ,0.474999987,0.66049999,0.493000001
Inside Job ,0.643666665,0.502333333,0.646333337
The Reader ,0.776000023,0.224000007,0.601999998
Horrible Bosses 2 ,0.143666668,0.704999983,0.601999998
The Curse of the Jade Scorpion ,0.214166661,0.679666673,0.444833343
Drive Me Crazy ,0.33966667,0.813333333,0.429666668
Little Fockers ,0.38499999,0.159999996,0.213
Deliver Us from Evil ,0.311500002,0.598500013,0.563500017
Hanging Up ,0.350500003,0.499999985,0.417500004
Joy Ride ,0.890200007,0.665200001,0.640800011
The Pirate ,0.156000003,0.74000001,0.559000015
Renaissance Man ,0.677000016,0.579500005,0.716000013
Son of God ,0.765666664,0.393666675,0.667666654
Underworld: Rise of the Lycans ,0.531333332,0.623666664,0.684666653
Jason Goes to Hell: The Final Friday ,0.415625001,0.474375,0.519999996
Gangster Squad ,0.421999991,0.772000015,0.730499983
Walk Hard: The Dewey Cox Story ,0.544599998,0.517199993,0.659200001
Dope ,0.294999987,0.855000019,0.425000012
Cedar Rapids ,0.616750002,0.667499982,0.734750003
My Fellow Americans ,0.745000005,0.298000008,0.569999993
Inspector Gadget ,0.526500002,0.569499999,0.616999999
"War, Inc. ",0.022,0.89200002,0.726999998
What to Expect When You're Expecting ,0.624428566,0.553571416,0.517571441
Cop Land ,0.552799994,0.525199991,0.604000008
Sea Rex 3D: Journey to a Prehistoric World ,0.644,0.475599998,0.535599995
That Awkward Moment ,0.464749992,0.531499997,0.443750001
Peggy Sue Got Married ,0.59633335,0.688666662,0.651333332
Snow Angels ,0.771500006,0.327250008,0.51699999
The Rainmaker ,0.448000014,0.509000003,0.54400003
Out of the Blue ,0.55750002,0.178499997,0.289000005
Chill Factor ,0.550250009,0.440250009,0.499999993
See Spot Run ,0.5542,0.513199997,0.385599995
The House of the Devil ,0.467750009,0.474499997,0.523250006
Fish Tank ,0.539333324,0.338999997,0.429666668
I Think I Love My Wife ,0.891625002,0.497124996,0.629874997
Snow White and the Huntsman ,0.667500004,0.315250002,0.40874999
The Wendell Baker Story ,0.652999997,0.405999988,0.703999996
Brown Sugar ,0.646000013,0.292000003,0.347500011
Better Luck Tomorrow ,0.84799999,0.467666676,0.631000002
The Usual Suspects ,0.310333331,0.575333332,0.453666667
Shrek the Third ,0.476500005,0.256999999,0.324499995
Jay and Silent Bob Strike Back ,0.457714289,0.484714287,0.478571423
Silent Hill ,0.510666678,0.220999996,0.368000001
WALL·E ,0.416999996,0.25,0.509000003
Cats Don't Dance ,0.815333327,0.655999978,0.455000003
Punisher: War Zone ,0.197875001,0.686875008,0.527250003
Boynton Beach Club ,0.779750004,0.544249982,0.494250007
Max Keeble's Big Move ,0.645666669,0.635999997,0.613333335
Run All Night ,0.635749996,0.612749994,0.465750001
Bad Words ,0.367833326,0.488000003,0.444166665
Before I Go to Sleep ,0.644333323,0.207333339,0.365
Another Year ,0.595666667,0.303000003,0.451333334
Star Trek: First Contact ,0.6884,0.478600001,0.578600007
Nim's Island ,0.745000005,0.347000003,0.432000011
The Last Castle ,0.742000014,0.465500012,0.7315
Lucky Number Slevin ,0.570499986,0.361250006,0.54649999
Lee Daniels' The Butler ,0.446333339,0.353666653,0.379999995
Devil's Due ,0.359249998,0.564999998,0.431000002
Lone Wolf McQuade ,0.298666671,0.380666668,0.411666671
Bruce Almighty ,0.938000023,0.874000013,0.958000004
The Call ,0.615999997,0.549333314,0.530666679
3 Days to Kill ,0.28366666,0.72299999,0.606999993
East Is East ,0.50999999,0.25,0.317000002
Eraser ,0.348999999,0.234499998,0.316
Come Early Morning ,0.609000003,0.315599999,0.454600006
Mars Needs Moms ,0.583166659,0.469500005,0.485000009
The Truman Show ,0.647499979,0.655500025,0.604999989
The Rocker ,0.61500001,0.703999996,0.625
Daddy's Home ,0.736249998,0.321750008,0.551750004
In Too Deep ,0.49000001,0.47299999,0.657000005
Rise of the Guardians ,0.691000005,0.626999994,0.74333332
The Lego Movie ,0.705333332,0.426666667,0.377333328
The Immigrant ,0.37349999,0.664999992,0.4815
Think Like a Man ,0.716222233,0.454111106,0.595555557
The November Man ,0.645666679,0.549333334,0.699000011
Girl 6 ,0.74000001,0.572000027,0.442999989
Hoop Dreams ,0.799499989,0.273999996,0.377249993
De-Lovely ,0.948199999,0.526199996,0.648599994
50 First Dates ,0.614499986,0.365500003,0.593999997
Batman Begins ,0.776666661,0.541333338,0.640333354
The Dangerous Lives of Altar Boys ,0.522375002,0.707999989,0.627499998
Child 44 ,0.912,0.460000008,0.412999988
Maid in Manhattan ,0.405999988,0.324000001,0.300000012
Welcome to the Rileys ,0.909999986,0.555666665,0.666666647
Mercury Rising ,0.561000004,0.513250001,0.608499996
Angela's Ashes ,0.293499991,0.244500004,0.174500003
Torque ,0.465999991,0.375,0.405999988
Airplane! ,0.718999982,0.702000022,0.708000004
The Christmas Candle ,0.725333333,0.315666661,0.451000005
Die Another Day ,0.202749995,0.586999983,0.349249996
No Country for Old Men ,0.554000005,0.336500004,0.504000008
Haywire ,0.35800001,0.545000017,0.430000007
Incident at Loch Ness ,0.336499998,0.476,0.431999996
